"dates","y*(t)","y*(t-1)","y*(t-2)","g(t-1)"
1993-01-01,921.458195867374,921.338098422608,920.557163898797,0.700188979687971
1993-04-01,921.965601866784,921.458195867374,921.338098422608,0.703799262250237
1993-07-01,922.310216570591,921.965601866784,921.458195867374,0.709557294315904
1993-10-01,923.323648521134,922.310216570591,921.965601866784,0.715296389523084
1994-01-01,923.965085754403,923.323648521134,922.310216570591,0.72100516561858
1994-04-01,924.99027054847,923.965085754403,923.323648521134,0.726267527507864
1994-07-01,925.453573887355,924.99027054847,923.965085754403,0.732454203478963
1994-10-01,926.524810034342,925.453573887355,924.99027054847,0.738693997512157
1995-01-01,927.047301141191,926.524810034342,925.453573887355,0.745845969908064
1995-04-01,927.60126104634,927.047301141191,926.524810034342,0.754837262438978
1995-07-01,928.622115576879,927.60126104634,927.047301141191,0.763853847762301
1995-10-01,929.450228863357,928.622115576879,927.60126104634,0.772572050586821
1996-01-01,930.245521552174,929.450228863357,928.622115576879,0.781332827666846
1996-04-01,931.74496683485,930.245521552174,929.450228863357,0.787733515925647
1996-07-01,932.577505316968,931.74496683485,930.245521552174,0.792922465797741
1996-10-01,933.56702163169,932.577505316968,931.74496683485,0.797804564665253
1997-01-01,934.184276166895,933.56702163169,932.577505316968,0.803216587300152
1997-04-01,935.60792572885,934.184276166895,933.56702163169,0.806919994473333
1997-07-01,936.673069436581,935.60792572885,934.184276166895,0.808687363482217
1997-10-01,937.458585981172,936.673069436581,935.60792572885,0.810202502744035
1998-01-01,938.39000482593,937.458585981172,936.673069436581,0.811401272779669
1998-04-01,939.234621651077,938.39000482593,937.458585981172,0.812068334074736
1998-07-01,940.309148564383,939.234621651077,938.39000482593,0.811340369055425
1998-10-01,941.680995938574,940.309148564383,939.234621651077,0.807730225309188
1999-01-01,942.509016427677,941.680995938574,940.309148564383,0.802639161585515
1999-04-01,943.169555188578,942.509016427677,941.680995938574,0.797556916303511
1999-07-01,944.222121707531,943.169555188578,942.509016427677,0.791117864547457
1999-10-01,945.612051288505,944.222121707531,943.169555188578,0.781386611539951
2000-01-01,945.916069469431,945.612051288505,944.222121707531,0.771446983470438
2000-04-01,947.556537507834,945.916069469431,945.612051288505,0.758826747291284
2000-07-01,947.888242950818,947.556537507834,945.916069469431,0.745527114868056
2000-10-01,948.822661487589,947.888242950818,947.556537507834,0.73220307529233
2001-01-01,949.068581966678,948.822661487589,947.888242950818,0.720006880764342
2001-04-01,950.090346595788,949.068581966678,948.822661487589,0.70766066898482
2001-07-01,950.180020177072,950.090346595788,949.068581966678,0.696821502021814
2001-10-01,950.722602413897,950.180020177072,950.090346595788,0.687553868677585
2002-01-01,951.602928619038,950.722602413897,950.180020177072,0.677779905541545
2002-04-01,952.176694954189,951.602928619038,950.722602413897,0.668100994702579
2002-07-01,952.622986771872,952.176694954189,951.602928619038,0.659853957471579
2002-10-01,952.798287432783,952.622986771872,952.176694954189,0.654158819611411
2003-01-01,953.217995762067,952.798287432783,952.622986771872,0.650360871064783
2003-04-01,953.746527143696,953.217995762067,952.798287432783,0.647192646674781
2003-07-01,954.908961834499,953.746527143696,953.217995762067,0.642171370194638
2003-10-01,955.661292465512,954.908961834499,953.746527143696,0.635778127863036
2004-01-01,955.998495967858,955.661292465512,954.908961834499,0.630452552264992
2004-04-01,956.560970909202,955.998495967858,955.661292465512,0.626160509084336
2004-07-01,957.235201981631,956.560970909202,955.998495967858,0.621881412032159
2004-10-01,957.940174137104,957.235201981631,956.560970909202,0.617143948116714
2005-01-01,958.784939209869,957.940174137104,957.235201981631,0.611466504883971
2005-04-01,959.133035331925,958.784939209869,957.940174137104,0.606237826539486
2005-07-01,959.886198612051,959.133035331925,958.784939209869,0.600736820712946
2005-10-01,960.43189355969,959.886198612051,959.133035331925,0.594583943691554
2006-01-01,961.630066353965,960.43189355969,959.886198612051,0.585940118942328
2006-04-01,962.00186247699,961.630066353965,960.43189355969,0.576431483942977
2006-07-01,962.366305508689,962.00186247699,961.630066353965,0.567487225837107
2006-10-01,963.314522971087,962.366305508689,962.00186247699,0.556730721779665
2007-01-01,963.727466112423,963.314522971087,962.366305508689,0.544653274899478
2007-04-01,964.411103674631,963.727466112423,963.314522971087,0.531202232930009
2007-07-01,965.074690780591,964.411103674631,963.727466112423,0.515695882444889
2007-10-01,965.89813643098,965.074690780591,964.411103674631,0.497846450185466
2008-01-01,965.801620385168,965.89813643098,965.074690780591,0.480719028495313
