"dates","trend.smoothed"
2007-04-01,3.20108241199267
2007-07-01,3.20809789435388
2007-10-01,3.21413304116782
2008-01-01,3.22018752964778
2008-04-01,3.2278840901015
2008-07-01,3.24018773686994
2008-10-01,3.24318540970637
2009-01-01,3.24108332452232
2009-04-01,3.24454916855243
2009-07-01,3.25361017537694
2009-10-01,3.26406923340506
2010-01-01,3.27408615024207
2010-04-01,3.28010974195241
2010-07-01,3.28738960801682
2010-10-01,3.29713243789323
2011-01-01,3.30502576805023
2011-04-01,3.30932882210577
2011-07-01,3.32103280524282
2011-10-01,3.32947003451807
2012-01-01,3.33455750770735
2012-04-01,3.34207375353668
2012-07-01,3.34829707823548
2012-10-01,3.35429560790899
2013-01-01,3.36390279878786
2013-04-01,3.37081721939802
2013-07-01,3.37896715576089
2013-10-01,3.38888813453538
2014-01-01,3.3933194394747
2014-04-01,3.40249984214166
2014-07-01,3.41190881689635
2014-10-01,3.42125350423266
2015-01-01,3.42436780786437
2015-04-01,3.42972859048513
2015-07-01,3.4384144417445
2015-10-01,3.44460530006437
2016-01-01,3.45410955091087
2016-04-01,3.45625922450434
2016-07-01,3.46731850407997
2016-10-01,3.47381237702784
2017-01-01,3.48353246819057
2017-04-01,3.49368475148927
2017-07-01,3.4995855230206
2017-10-01,3.5067656354318
2018-01-01,3.5147754523762
2018-04-01,3.52177977964707
2018-07-01,3.53043467081896
2018-10-01,3.53698629558816
2019-01-01,3.54336408942332
2019-04-01,3.55351297054245
2019-07-01,3.56028696818526
2019-10-01,3.56600667887164
