Date,gdp.log,real.rate,interest.rate,inflation,inflation.expectations
1971-01-01,13.8751458788714,1.7130403212939,6.82994948040287,6.29429893504555,5.11690915910897
1971-04-01,13.8878746832196,0.541814712594228,6.20555413981709,6.28745717614312,5.66373942722287
1971-07-01,13.9033502226104,0.610575771720427,6.51561616679959,5.73813256729658,5.90504039507916
1971-10-01,13.9112724696379,0.118703086525635,6.27791283606167,6.3169503196589,6.15920974953604
1972-01-01,13.9259818826874,-0.782881831880275,5.2494793555971,5.7869046868109,6.03236118747737
1972-04-01,13.9326927654823,-0.830483556204322,4.93740363497179,5.22956119093809,5.76788719117611
1972-07-01,13.9462738113749,-1.308472003554,5.04773038735815,8.09139336624073,6.35620239091215
1972-10-01,13.9608059636041,-0.199861329628716,6.69785237117395,8.48299555922096,6.89771370080267
1973-01-01,13.9798754091906,-0.176323564486459,7.12759112778667,7.41170865269274,7.30391469227313
1973-04-01,13.9919274409768,0.727932290858844,8.98310982210064,9.03461254681277,8.2551775312418
1973-07-01,14.0055664983229,2.39104266606176,10.9063030806305,9.13172489954828,8.51526041456869
1973-10-01,14.0164333396652,2.78606185886078,11.8901703467311,10.8383878524276,9.10410848787035
1974-01-01,14.0262854898117,1.67714647312529,12.0540340775194,12.5028251187878,10.3768876043941
1974-04-01,14.0280933249472,1.07144619980568,12.3252828200997,12.5424086104126,11.2538366202941
1974-07-01,14.0348826379952,0.253895494237561,12.3920923289741,12.6691657573183,12.1381968347366
1974-10-01,14.0188201195896,-1.32806297633945,11.4117184377553,13.2447261698601,12.7397814140947
1975-01-01,14.0094430706399,-1.61270385307132,9.34661136070132,5.3809603174995,10.9593152137726
1975-04-01,14.0145930156422,-2.64550612511121,7.41461030315249,8.94561346837686,10.0601164282637
1975-07-01,14.0234862128054,-2.2257482900611,6.68426864545801,8.06876778633996,8.91001693551911
1975-10-01,14.0339976370738,-0.668141462782462,6.91875138017726,7.95222979962255,7.58689284295972
1976-01-01,14.0501930763535,-1.28849411507897,7.35524181821468,9.60833267883522,8.64373593329365
1976-04-01,14.0629712869282,-0.0760322573467533,9.07415498177109,10.9714186916736,9.15018723911784
1976-07-01,14.0713541656527,0.879635885119153,9.94070581731741,7.71229855866161,9.06106993219825
1976-10-01,14.087288123754,-0.0909591768322819,9.78167269338355,11.1984775516929,9.87263187021583
1977-01-01,14.0914020059798,1.0249375091978,10.9099361597965,9.65779980036671,9.8849986505987
1977-04-01,14.0927484722986,0.483471607620235,9.96670044109542,9.36433942317957,9.48322883347519
1977-07-01,14.0935340026664,-0.289614841895403,9.55135307613071,9.14325489686531,9.84096791802611
1977-10-01,14.1054243736485,0.859931264532175,9.69733786528055,7.18423228258192,8.83740660074838
1978-01-01,14.1118340894119,0.582106786003504,8.51093361559792,6.02348071575085,7.92882682959441
1978-04-01,14.1231794584464,0.823043417379737,8.34856231221115,7.75110768412757,7.52551889483141
1978-07-01,14.1278519681981,2.66445529880882,9.74433766911287,7.36070879875586,7.07988237030405
1978-10-01,14.1396906879727,2.76864502620915,9.70501404516255,6.61017887717932,6.9363690189534
1979-01-01,14.1447852213419,0.666230288795313,8.11561048579912,8.07552542795247,7.44938019700381
1979-04-01,14.160678040723,2.27642612525922,9.94290891153502,8.61951804121555,7.6664827862758
1979-07-01,14.1657663699621,3.38477312701465,11.8215981815773,10.4420778719034,8.43682505456268
1979-10-01,14.1752197710352,4.32438648635561,13.732299632716,10.4945312443703,9.40791314636041
1980-01-01,14.1846136854351,3.30741219156909,13.7800486436498,12.3344186508335,10.4726364520807
1980-04-01,14.1799070625031,3.5451464277071,14.3604046297088,9.99000504089945,10.8152582020017
1980-07-01,14.1793368510581,2.49245416686116,13.2094060596253,10.0488526349534,10.7169518927642
1980-10-01,14.1798064696738,3.06275506453224,13.697270464233,10.1647852721165,10.6345153997007
1981-01-01,14.1807708822339,4.11706078600555,14.587563941228,11.6783696729205,10.4705031552225
1981-04-01,14.1837619555989,6.45503169249134,17.0228195033663,10.3791436635093,10.5677878108749
1981-07-01,14.1865171417672,6.98488767733925,17.7670414061143,10.9063163065538,10.782153728775
1981-10-01,14.1888608393281,5.99325651633939,16.9261243535371,10.7676417058071,10.9328678371977
1982-01-01,14.1929851597404,5.44923177256518,15.6357222194818,8.69286011179646,10.1864904469167
1982-04-01,14.1943292739768,5.85949834318369,15.7162890825309,9.06034483323165,9.85679073934724
1982-07-01,14.1889812162015,5.23388286837228,14.4908116563924,8.50686850124521,9.2569287880201
1982-10-01,14.1894101356191,5.095538717271,13.6319709833014,7.88565561784836,8.53643226603042
1983-01-01,14.1960462116766,4.68831846801067,12.8055803422183,7.0161785445053,8.11726187420763
1983-04-01,14.2025682432161,5.22067873165522,12.7610937465688,6.7529573960556,7.54041501491362
1983-07-01,14.2051628466339,5.8955609066092,13.1860247422913,7.50706378431903,7.29046383568207
1983-10-01,14.2160398477731,6.04245899022839,13.1292455129659,7.07094636606995,7.08678652273747
1984-01-01,14.2245946706385,5.43485387643924,12.2868127399181,6.07686790747085,6.85195886347886
1984-04-01,14.2198580034511,5.17218839987867,11.635708555552,5.19920256483333,6.46352015567329
1984-07-01,14.2301151803166,5.31008755103091,11.1340325442065,4.94876313432807,5.82394499317555
1984-10-01,14.2352197124884,5.43411167266288,10.812937545196,5.29046988350011,5.37882587253309
1985-01-01,14.2374642771212,5.25458950256599,10.5160429511989,5.60737821187012,5.26145344863291
1985-04-01,14.2469609323591,5.35267458815984,10.6260575001512,5.24692041826732,5.27338291199141
1985-07-01,14.2553904744999,5.18007174165217,9.93882753032098,2.89025464103769,4.75875578866881
1985-10-01,14.2613346410239,4.81688276178587,9.14068681379303,3.55066293685352,4.32380405200716
1986-01-01,14.257917341162,5.81189999512479,9.27424131083341,2.16152726667594,3.46234131570862
1986-04-01,14.2760865754049,5.96400740325534,8.47937931636047,1.45904280785338,2.51537191310513
1986-07-01,14.2811538745754,5.90474543633239,8.17734758038868,1.91917556484235,2.2726021440563
1986-10-01,14.2836272042259,6.50859207456226,8.31058740334836,1.66823567577272,1.8019953287861
1987-01-01,14.2788163840916,6.62193784169316,8.56403783299344,2.72194591673267,1.94209999130028
1987-04-01,14.2955235468704,6.70016877444957,8.91728191005188,2.5590953850615,2.21711313560231
1987-07-01,14.3062053717242,6.55909149568164,8.98841600679024,2.76802106686749,2.4293245111086
1987-10-01,14.3188716932034,6.3137276515247,8.91748646158603,2.36597287158368,2.60375881006134
1988-01-01,14.3243785152292,5.34184626142558,7.84915927250631,2.33616272081027,2.50731301108074
1988-04-01,14.3335292329588,5.1496497814404,7.63753660428839,2.48139063213048,2.48788682284798
1988-07-01,14.3458391898478,5.8697206531288,8.42001499674019,3.01765114992113,2.55029434361139
1988-10-01,14.355045134351,6.20289813221935,8.97205130646377,3.24140819411579,2.76915317424442
1989-01-01,14.3667229671029,7.09478768080743,10.1274754125638,3.39030095085828,3.03268773175642
1989-04-01,14.3761846496648,6.95083070521702,10.3234420281623,3.84108499688587,3.37261132294527
1989-07-01,14.3821466351932,7.3126433763009,10.783665418955,3.41129402875653,3.47102204265412
1989-10-01,14.3925132035344,8.29342484781277,11.878080625648,3.6959431348401,3.5846557778352
1990-01-01,14.4059793264683,8.33514952330798,12.0525758906192,3.92138330876241,3.71742636731123
1990-04-01,14.4105354068632,7.71206366321889,11.3645683580482,3.58139830695819,3.65250469482931
1990-07-01,14.4197671675691,7.63021737760302,11.2724061965171,3.37003052509565,3.64218881891409
1990-10-01,14.4254098802697,8.10321735268949,11.8490422264379,4.11048735417723,3.74582487374837
1991-01-01,14.4322967143417,8.14865391430892,11.9060030929533,3.96748052834647,3.75734917864439
1991-04-01,14.4352626939556,7.24410212737808,11.1880986356644,4.32798762552588,3.94399650828631
1991-07-01,14.4349863872627,6.89229581906137,11.2381913310767,4.97762654001177,4.34589551201534
1991-10-01,14.4444514635573,7.15231466952842,11.4935456001693,4.09182902867926,4.34123093064085
1992-01-01,14.4594341945373,7.29834912088794,11.6258807130127,3.91268317428212,4.32753159212476
1992-04-01,14.4517716594435,7.56538589659033,11.7728818268872,3.84784497821433,4.20749593029687
1992-07-01,14.4489674440004,9.08436116604331,12.8535507650845,3.22440121498904,3.76918959904119
1992-10-01,14.4469658564889,8.72227842806038,12.3095470983751,3.36414531377325,3.58726867031468
1993-01-01,14.4401290013105,7.86870500876725,11.4640636315862,3.94504298429911,3.59535862281893
1993-04-01,14.4408704950985,6.21381924684802,9.6543843096945,3.22867073832449,3.44056506284647
1993-07-01,14.4450080394147,5.13357871021399,8.58026757549874,3.24889642474218,3.44668886528476
1993-10-01,14.4476231984296,4.45438492504343,7.80383129744793,2.9751753422522,3.3494463724045
1994-01-01,14.4568466907212,4.23066799482653,7.18042170115567,2.3462723199977,2.94975370632914
1994-04-01,14.4630556484911,3.86431343034302,6.67098545326075,2.65634400467883,2.80667202291773
1994-07-01,14.4697673648983,3.95294799542382,6.68540493175982,2.95203607841525,2.73245693633599
1994-10-01,14.4776703353949,4.15960103397401,6.81887025386954,2.68242447649034,2.65926921989553
1995-01-01,14.4830875373084,4.55671269793491,7.29275000718788,2.65334467742746,2.73603730925297
1995-04-01,14.4884812150745,4.83338926074233,7.50322945370236,2.39155553950709,2.66984019296003
1995-07-01,14.4906619537457,4.43481776856845,7.02118843466242,2.61815797095096,2.58637066609396
1995-10-01,14.4941027873601,4.34548358584561,6.81887025386954,2.23048848421018,2.47338666802392
1996-01-01,14.4954002089003,3.4827886005391,5.87378397275711,2.32377949420381,2.39099537221801
1996-04-01,14.5030976021676,2.99345836533736,5.34562032641541,2.23622189494725,2.35216196107805
1996-07-01,14.5082780717626,3.19440253060098,5.19976961302411,1.23097845633128,2.00536708242313
1996-10-01,14.5127974783236,2.95731109382275,4.75988593998302,1.41931953915875,1.80257484616027
1997-01-01,14.5150693071626,2.94355503786942,4.60423902436102,1.75621605552911,1.6606839864916
1997-04-01,14.527854949762,3.10291379923021,4.48412500674038,1.11833077902155,1.38121120751017
1997-07-01,14.5353987887312,2.95062887862123,4.48059360800694,1.82599254383343,1.52996472938571
1997-10-01,14.5464309748617,2.9790397037901,4.59716930934724,1.77197904384448,1.61812960555714
1998-01-01,14.5529572900962,2.85141551255951,4.35356788523618,1.2923071240072,1.50215237267666
1998-04-01,14.5574978915906,2.48467656864929,4.19852406316314,1.96511126637031,1.71384749451385
1998-07-01,14.5634053484765,2.44297222745621,4.07184033801764,1.48607500802375,1.62886811056143
1998-10-01,14.5651284419296,2.34355697719375,3.74177803061881,0.849390815299006,1.39822105342506
1999-01-01,14.5747531363342,1.84849208600232,3.18094236530655,1.02922402752384,1.33245027930423
1999-04-01,14.5805425620215,1.67913773632575,2.70737574960198,0.748262202258319,1.02823801327623
1999-07-01,14.591996805219,1.9450077242538,2.77457681130531,0.691399303124874,0.82956908705151
1999-10-01,14.6036723747336,2.67068548140889,3.53930643832789,1.00559829476897,0.868620956919
2000-01-01,14.6158000996001,2.81175500801606,3.66322565576043,0.960622790825301,0.851470647744366
2000-04-01,14.6244554171742,3.51469035158316,4.43979462248423,1.04279669488514,0.92510427090107
2000-07-01,14.6302646015399,3.70064296569413,4.92159392121185,1.87478604159147,1.22095095551772
2000-10-01,14.636875112333,3.78423949373089,5.22982099828524,1.90412049091548,1.44558150455435
2001-01-01,14.6467287634056,3.23148661007245,4.92787321315045,1.96384318491989,1.69638660307799
2001-04-01,14.6476568105269,2.26063063217986,4.76188401744213,4.26226382362224,2.50125338526227
2001-07-01,14.6490838336749,1.81980987825296,4.43250691380173,2.32056064273743,2.61269703554876
2001-10-01,14.6504396265715,0.802761800848461,3.56197288812545,2.4901766978284,2.75921108727699
