"dates","y*(t)","y*(t-1)","y*(t-2)","g(t-1)"
1997-04-01,1455.5459267146,1454.64035402181,1454.49056330677,0.476319673188095
1997-07-01,1455.96395887658,1455.5459267146,1454.64035402181,0.473772266511797
1997-10-01,1456.70908763431,1455.96395887658,1455.5459267146,0.470895045222645
1998-01-01,1457.16706826744,1456.70908763431,1455.96395887658,0.468016848536993
1998-04-01,1457.55401806071,1457.16706826744,1456.70908763431,0.465290225044501
1998-07-01,1458.09869620861,1457.55401806071,1457.16706826744,0.462514472947866
1998-10-01,1458.26527886801,1458.09869620861,1457.55401806071,0.460131692764956
1999-01-01,1459.00118394411,1458.26527886801,1458.09869620861,0.457438025732817
1999-04-01,1459.30239620347,1459.00118394411,1458.26527886801,0.454871759163866
1999-07-01,1459.95891348797,1459.30239620347,1459.00118394411,0.452028900964877
1999-10-01,1460.55748719463,1459.95891348797,1459.30239620347,0.448905107919123
2000-01-01,1461.21976805364,1460.55748719463,1459.95891348797,0.44543599383504
2000-04-01,1461.6957877832,1461.21976805364,1460.55748719463,0.441863578145733
2000-07-01,1462.04535563087,1461.6957877832,1461.21976805364,0.438385358922245
2000-10-01,1462.52747227518,1462.04535563087,1461.6957877832,0.434834329817305
2001-01-01,1463.37490134903,1462.52747227518,1462.04535563087,0.430712115025455
2001-04-01,1463.63600033747,1463.37490134903,1462.52747227518,0.426743128304356
2001-07-01,1464.03884703731,1463.63600033747,1463.37490134903,0.422858988362171
2001-10-01,1464.45329788773,1464.03884703731,1463.63600033747,0.418999761994241
2002-01-01,1464.73734050813,1464.45329788773,1464.03884703731,0.415318464968683
2002-04-01,1465.38558839593,1464.73734050813,1464.45329788773,0.411351424606691
2002-07-01,1465.90468960504,1465.38558839593,1464.73734050813,0.407209473651161
2002-10-01,1466.32143124966,1465.90468960504,1465.38558839593,0.403075343637246
2003-01-01,1466.33006576128,1466.32143124966,1465.90468960504,0.399497634693762
2003-04-01,1466.64137474366,1466.33006576128,1466.32143124966,0.39611737849445
2003-07-01,1467.17642696368,1466.64137474366,1466.33006576128,0.392550826791303
2003-10-01,1467.76888401882,1467.17642696368,1466.64137474366,0.388681050870999
2004-01-01,1468.1521847146,1467.76888401882,1467.17642696368,0.384784371203207
2004-04-01,1468.62932665192,1468.1521847146,1467.76888401882,0.380786359470174
