rstar,g,z,output gap
1961-01-01,3.35234026341955,3.35069709641574,0.00164316700380168,0.75907158015093
1961-04-01,3.17247984865423,3.1727802274913,-0.000300378837070258,0.654674425898747
1961-07-01,1.87048098529087,1.8779185182569,-0.00743753296603204,1.87620870902447
1961-10-01,1.84165226080619,1.85543789463643,-0.013785633830239,1.23711845066828
1962-01-01,2.05694191525365,2.07065886015709,-0.0137169449034462,0.681456680380279
1962-04-01,2.37890338864524,2.3835157544426,-0.0046123657973597,0.341289291216981
1962-07-01,2.58500377112014,2.60309832959053,-0.018094558470387,-0.3618426384744
1962-10-01,2.23779386584981,2.27265324349695,-0.0348593776471396,-0.405527678998169
1963-01-01,2.22741254154691,2.24176312775067,-0.0143505862037651,-0.331411751608357
1963-04-01,3.2567941388506,3.28031153794423,-0.0235173990936286,-0.389224203610866
1963-07-01,3.07496357615362,3.10018307497697,-0.0252194988233526,-0.0608510242236662
1963-10-01,3.34286027837213,3.35212331487229,-0.00926303650015823,0.466859156558257
1964-01-01,3.20827900014654,3.2150991505129,-0.00682015036635107,0.801583854590035
1964-04-01,3.36052543510137,3.35815120411072,0.00237423099065276,1.14679150062489
1964-07-01,3.225771981578,3.20602280687345,0.0197491747045566,1.46179276260659
1964-10-01,3.37071974689562,3.36654638562969,0.00417336126593242,1.33113381192584
1965-01-01,3.15331831394743,3.16167266579094,-0.00835435184351854,1.22157986371894
1965-04-01,3.0613388170461,3.0570985916724,0.00424022537369807,1.09526267245383
1965-07-01,3.1326848745126,3.13603430425517,-0.00334942974257396,0.712617157199475
1965-10-01,3.15276893191288,3.17490618327229,-0.0221372513594062,0.27885216890968
1966-01-01,3.09486495999341,3.13024184506291,-0.0353768850694991,-0.112732706500992
1966-04-01,3.11690045680653,3.14690837994364,-0.0300079231371083,-0.395950088773816
1966-07-01,3.08717025206973,3.10576410769154,-0.0185938556218088,-0.59656699479342
1966-10-01,2.92819469319866,2.95358482885175,-0.0253901356530896,-0.840120908655535
1967-01-01,3.04121796401407,3.07925745794695,-0.0380394939328843,-1.07049406884971
1967-04-01,3.12602398149492,3.18731774519908,-0.0612937637041647,-1.20097414021711
1967-07-01,3.06754474460486,3.11555691103281,-0.0480121664279508,-1.03042955153455
1967-10-01,3.03497742246508,3.0354414451505,-0.000464022685418279,-0.68350824895515
1968-01-01,3.43276184367666,3.40045912724097,0.0323027164356919,-0.38466850231498
1968-04-01,3.22545383236087,3.1797877081065,0.0456661242543691,-0.00924057621227803
1968-07-01,3.36984644376377,3.30147697043419,0.0683694733295786,0.299209957075846
1968-10-01,3.2718222447572,3.2135765025532,0.0582457422039966,0.49987437344771
1969-01-01,3.13148495690445,3.05771609482345,0.0737688620809997,0.681736737471056
1969-04-01,3.07302549998379,3.07134446392578,0.0016810360580114,0.486980699159858
1969-07-01,3.06160085920883,3.04265104408781,0.0189498151210254,0.523941685688669
1969-10-01,3.04235007303683,3.01618018076111,0.0261698922757231,0.469332091713341
1970-01-01,2.89691381324879,2.86011152094455,0.0368022923042372,0.35445621911731
1970-04-01,3.12023533286435,3.08265550326493,0.0375798295994151,0.152462901890658
1970-07-01,3.19818234944617,3.1146828786772,0.0834994707689763,0.163767502676592
1970-10-01,3.24857420759057,3.1298718914873,0.118702316103267,0.16346298416056
1971-01-01,3.11956348318247,2.97871999407003,0.140843489112444,0.123718108583489
1971-04-01,3.23460134149767,3.11337476270058,0.121226578797088,-0.0416945850115553
1971-07-01,3.33763365005214,3.22578741051681,0.111846239535326,-0.0651190421413048
1971-10-01,3.24206688437511,3.17345657297305,0.0686103114020517,-0.084795943456129
1972-01-01,3.14643938832813,3.09085725117756,0.0555821371505717,-0.0152788328000497
1972-04-01,3.27639483087417,3.29219274964679,-0.0157979187726246,-0.0501102086443552
1972-07-01,3.26495276890221,3.19484479185965,0.070107977042559,0.377491187289934
1972-10-01,3.40009552481612,3.24731966801114,0.15277585680498,0.741961852720124
1973-01-01,3.78177537255129,3.67096747572949,0.1108078968218,0.857663166935026
1973-04-01,3.63023301136575,3.55830990320834,0.0719231081574066,1.07117058550421
1973-07-01,3.45641510574257,3.34117849122974,0.115236614512836,1.29194593725106
1973-10-01,3.34911410353582,3.21307928933744,0.136034814198382,1.24498736530973
1974-01-01,3.0284963911671,2.86340933702832,0.165087054138781,0.990341483840211
1974-04-01,3.22940496216663,2.98367129711791,0.245733665048721,0.636937027652721
1974-07-01,3.26471491286698,3.02355091642782,0.241163996439155,0.145940438878142
1974-10-01,3.13650093606502,2.8345766087961,0.301924327268921,-0.197093072544249
1975-01-01,3.14983876376411,2.81200969230869,0.337829071455423,-0.598105334632692
1975-04-01,3.22054973403675,2.57682934026296,0.643720393773793,-0.41007168983333
1975-07-01,3.12070796466699,2.5185475314506,0.602160433216394,-0.864479190375505
1975-10-01,3.05586717983217,2.60691785262502,0.448949327207145,-1.34852704724767
1976-01-01,3.01060598740434,2.70766527101108,0.302940716393266,-1.54216424542642
1976-04-01,2.73486620018279,2.60786118180498,0.127005018377812,-1.54330542103617
1976-07-01,2.79249161881404,2.61636016111846,0.17613145769558,-0.995664662773152
1976-10-01,2.98193694247871,2.69314936035593,0.288787582122782,-0.224880044884685
1977-01-01,2.98320098189338,2.55763451526398,0.425566466629406,0.591138642868373
1977-04-01,2.69765319979411,2.39337815588344,0.304275043910668,0.806327830576492
1977-07-01,2.59814768184742,2.38073318952875,0.21741449231867,0.962646400244012
1977-10-01,2.60795716648866,2.46963906890732,0.138318097581331,1.11212862310026
1978-01-01,2.47891324513464,2.48110926204298,-0.00219601690833982,1.16159547543361
1978-04-01,2.42354371256975,2.51933937518236,-0.0957956626126113,1.24261629079183
1978-07-01,2.54654093730734,2.56890538664144,-0.0223644493340993,1.5277936794389
1978-10-01,2.56481969399083,2.58859381040912,-0.0237741164182916,1.58660306794991
1979-01-01,2.46983383365737,2.49998054281052,-0.0301467091531491,1.48507105630324
1979-04-01,2.83038039646703,2.8815437371182,-0.0511633406511709,1.25843696349693
1979-07-01,3.00446011823945,2.57294139865388,0.431518719585566,1.79875828148965
1979-10-01,2.87166314627793,2.67556494971937,0.196098196558563,0.98944837232375
1980-01-01,2.90330910760357,2.55352051761733,0.349788589986236,0.730083888733816
1980-04-01,2.63081158819546,2.36168823934059,0.269123348854872,-0.00149971580117381
1980-07-01,2.41545975238713,2.37539355403184,0.0400661983552904,-0.985435418202542
1980-10-01,2.18912175635497,2.27294510885334,-0.083823352498373,-1.70027717270682
1981-01-01,2.09702605195122,2.25100012996189,-0.153974078010673,-2.21219723012359
1981-04-01,2.20203111250568,2.22784064253696,-0.0258095300312847,-2.2466538832773
1981-07-01,2.19729686340257,2.28263081454709,-0.0853339511445171,-2.34116101818972
1981-10-01,2.22294167034857,2.21388670070248,0.00905496964608475,-2.00961621252532
1982-01-01,2.10783689462936,2.15384547897181,-0.0460085843424504,-1.77602454262046
1982-04-01,2.07415897346461,2.16832423714153,-0.0941652636769242,-1.43562474652913
1982-07-01,1.92591417835655,2.10067347771631,-0.174759299359756,-1.06009084936818
1982-10-01,1.79637516472731,2.07724090943316,-0.280865744705843,-0.703938756838852
1983-01-01,1.86334576733616,2.15148645938956,-0.288140692053393,-0.192775980979832
1983-04-01,1.86414864310517,2.13111353299279,-0.266964889887622,0.34772472002328
1983-07-01,1.97436974124256,2.13767746124322,-0.163307720000666,0.896152993561145
1983-10-01,1.94545702589165,2.14351454935577,-0.198057523464121,1.14007188986307
1984-01-01,1.87728792568961,2.14823790286678,-0.270949977177171,1.20177483967927
1984-04-01,1.68239366946647,2.01846150185053,-0.336067832384057,1.11700521784951
1984-07-01,1.80413344390735,2.04180085736664,-0.237667413459289,1.06714771122347
1984-10-01,1.9716822655503,2.20119556962401,-0.229513304073706,0.834788453257033
1985-01-01,2.02729764250336,2.24981605385299,-0.222518411349632,0.590789050347439
1985-04-01,2.32343467270224,2.41174970234877,-0.0883150296465273,0.484934989425255
1985-07-01,2.15683959883579,2.39744030183754,-0.240600703001754,0.036300261299175
1985-10-01,2.0494118055491,2.39742048448687,-0.348008678937772,-0.380655083993361
1986-01-01,2.15010086478844,2.46938291931323,-0.319282054524799,-0.600007964283122
1986-04-01,2.12332085071809,2.50175258033695,-0.378431729618868,-0.853635639580716
1986-07-01,2.12011767169135,2.49710567255417,-0.376988000862818,-0.974836254686579
